amp	num_sortie	nb_moyen	period_echant	annee	mois	jour	saison	type_J	heure	meteoAM	nebulositeAM	dir_ventAM	force_ventAM	merAM	lune	zone	statut_PAMPA	groupe	type_bateau	taille_bateau	immat	nb_pers	nbre_ligne	mouillage	nature_fond	latitude	longitude	act1	categ_act	act2	categ_act_1	quest_info	sens1	sens2
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_4	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_5	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_5	I1	E	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_5	I1	E	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_6	I1	E	M	NA	inconnu	-999	-999	NA	NA	0	0	PRO	peche_pro	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_7	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_8	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_8	I1	E	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_8	I1	E	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_8	I1	E	PI	NA	NA	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_8	I1	E	M	NA	inconnu	3	-999	RO	NA	0	0	PS	plaisance	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_9	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_9	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_9	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	21_9	I1	E	M	NA	inconnu	3	3	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	23	Z3	F	PI	NA	NA	1	1	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	23	Z3	F	PI	NA	NA	1	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	23	Z3	F	PI	NA	NA	1	3	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	23	Z3	F	PI	NA	NA	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	24	Z3	F	M	NA	inconnu	3	3	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	24	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	24	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	24	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	24	Z3	F	Z	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	25	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	25	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	25	Z3	F	M	NA	inconnu	10	-999	NA	NA	0	0	PL	plongee	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	26	Z3	F	PI	NA	NA	1	1	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	26	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	26	Z3	F	PI	NA	NA	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	27	Z3	F	PI	NA	NA	1	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	27	Z3	F	PI	NA	NA	1	3	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	27	Z3	F	Z	NA	inconnu	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	27	Z3	F	Z	NA	inconnu	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	27	Z3	F	PI	NA	NA	3	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	27	Z3	F	Z	NA	inconnu	6	-999	NA	NA	0	0	PL	plongee	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	28	Z3	F	PI	NA	NA	1	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	28	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	28	Z3	F	M	NA	inconnu	3	3	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	28	Z3	F	M	NA	inconnu	3	-999	RO	NA	0	0	PS	plaisance	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	29	Z3	G	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	29	Z3	G	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	29	Z3	G	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	29	Z3	G	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	29	Z3	G	M	NA	inconnu	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	29	Z3	G	M	NA	inconnu	25	-999	NA	NA	0	0	PL	plongee	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	29	Z3	G	M	NA	inconnu	25	-999	NA	NA	0	0	PL	plongee	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	30	Z3	G	M	NA	inconnu	3	3	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	31	Z3	G	PI	NA	NA	1	1	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	31	Z3	G	PI	NA	NA	1	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	31	Z3	G	PI	NA	NA	4	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	31	Z3	G	KY	NA	inconnu	-999	-999	NA	NA	0	0	KY	familiale	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	31	Z3	G	KY	NA	inconnu	-999	-999	NA	NA	0	0	KY	familiale	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	31	Z3	G	KY	NA	inconnu	-999	-999	NA	NA	0	0	KY	familiale	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	32	Z3	G	PI	NA	NA	2	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	32	Z3	G	PI	NA	NA	1	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	32	Z3	G	PI	NA	NA	1	-999	NA	NA	0	0	PP	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	32	Z3	G	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	32	Z3	G	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	32	Z3	G	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	32	Z3	G	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_15	2	2008	2008	6	21	ete	JW	NA	NA	1	W	2	1	LD	32	Z3	G	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	Carry->Corbieres
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	1	Z3	A	M	NA	inconnu	3	3	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	1	Z3	A	PI	NA	NA	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	2	Z3	A	PI	NA	NA	3	3	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	2	Z3	A	PI	NA	NA	2	4	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	2	Z3	A	PI	NA	NA	2	6	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	2	Z3	A	PI	NA	NA	2	8	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	2	Z3	A	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	2	Z3	A	M	NA	inconnu	3	3	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	21_8	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Laurons	NA
CB	CB2008_27	1	2008	2008	8	27	ete	VAC	NA	NA	1	NA	0	1	LD	21_9	I1	E	PI	NA	NA	2	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Laurons	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_1	I1	E	PI	NA	NA	15	15	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_1	I1	E	PI	NA	NA	1	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_2	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_3	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_4	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_5	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_6	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_7	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_8	I1	E	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_9	I1	E	PI	NA	NA	2	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_9	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_9	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_9	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_9	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	21_9	I1	E	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	22	Z3	F	PI	NA	NA	1	1	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	22	Z3	F	PI	NA	NA	1	-999	NA	NA	0	0	PP	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	22	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	22	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	22	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	22	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	22	Z3	F	PI	NA	NA	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	22	Z3	F	V	NA	inconnu	4	-999	AC	NA	0	0	PS	plaisance	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	PI	NA	NA	2	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	PI	NA	NA	1	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	M	NA	inconnu	-999	-999	NA	NA	0	0	PRO	peche_pro	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	NA	NA	NA	-999	-999	NA	NA	0	0	ED	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	KY	NA	inconnu	-999	-999	NA	NA	0	0	KY	familiale	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	23	Z3	F	M	NA	inconnu	3	-999	RO	NA	0	0	PS	plaisance	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	PI	NA	NA	3	3	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	PI	NA	NA	2	4	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	M	NA	inconnu	2	2	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	PI	NA	NA	1	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	24	Z3	F	M	NA	inconnu	4	-999	AC	NA	0	0	PS	plaisance	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	25	Z3	F	PI	NA	NA	3	3	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	25	Z3	F	M	NA	inconnu	4	4	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	25	Z3	F	M	NA	inconnu	5	5	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	25	Z3	F	PI	NA	NA	2	-999	NA	NA	0	0	CH	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	25	Z3	F	NA	NA	NA	-999	-999	NA	NA	0	0	ED	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	26	Z3	F	PI	NA	NA	5	5	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	26	Z3	F	PI	NA	NA	1	2	NA	NA	0	0	PB	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	26	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_28	1	2008	2008	8	28	ete	VAC	NA	NA	1	NW	2	1	LD	26	Z3	F	M	NA	inconnu	1	1	NA	NA	0	0	PE	peche	NA	NA	non	Carry->Corbieres	NA
CB	CB2008_16	2	2008	2008	7	3	ete	VAC	NA	pluie	8	SE	4	3	NL	34	Z3	G	V	NA	inconnu	2	-999	NA	NA	0	0	PS	plaisance	NA	NA	non	Carry->Corbieres	Carry->Laurons
CB	CB2008_16	2	2008	2008	7	3	ete	VAC	NA	pluie	8	SE	4	3	NL	34	Z3	G	M	NA	inconnu	3	-999	NA	NA	0	0	PS	plaisance	NA	NA	non	Carry->Corbieres	Carry->Laurons
